,periodo,comentario,quant_like_coment,feedback_super,nota,quant_comentarios,quant_fotos,supermercado,rua_supermercado,guia_local,cliente_id
24,3 anos atrás,"O melhor supermercado da cidade so faço as compras neste local, tem atendentes simpáticos e empregados dispostos a ajudar todos, preços bem acessíveis!",0.0,Agradecemos sua ajuda.,5,6,0,Menor preço,"Manoel Luís da Rocha, 87",Não,801
25,um ano atrás,Melhor super mercado para quem procura preço em itapage mercadinho do povo,0.0,Agradecemos sua ajuda.,4,13,2,Menor preço,"Manoel Luís da Rocha, 87",Sim,802
26,2 anos atrás,Grande variedades de produtos,0.0,Agradecemos sua ajuda.,5,4,0,Menor preço,"Manoel Luís da Rocha, 87",Não,803
27,3 anos atrás,Ótimo lugar!,0.0,Agradecemos sua ajuda.,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,804
28,9 meses atrás,"Atendimento prático, preços razoáveis",0.0,Agradecemos sua ajuda.,5,132,819,Menor preço,"Manoel Luís da Rocha, 87",Sim,128
29,4 anos atrás,Unhas perfeitas,0.0,Agradecemos sua ajuda.,5,0,12,Menor preço,"Manoel Luís da Rocha, 87",Não,805
30,um ano atrás,Caro as coisas lá.,0.0,Agradecemos sua ajuda.,3,8,0,Menor preço,"Manoel Luís da Rocha, 87",Não,806
31,5 meses atrás,Ótimo atendimento,0.0,Agradecemos sua ajuda.,4,14,5,Menor preço,"Manoel Luís da Rocha, 87",Sim,127
32,4 anos atrás,Preço bom e ótimo atendimento,1.0,Agradecemos sua ajuda.,5,11,0,Menor preço,"Manoel Luís da Rocha, 87",Não,295
33,5 anos atrás,Lugar mal organizado,0.0,Agradecemos sua ajuda.,1,9,18,Menor preço,"Manoel Luís da Rocha, 87",Sim,271
34,2 anos atrás,Eu acho muito bom agente parece que esta em casa,0.0,Agradecemos sua ajuda.,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,234
35,2 anos atrás,Local com muita variedade e preço bom,0.0,Agradecemos sua ajuda.,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,776
36,um ano atrás,Sou freguês lá e ñ troco por outro!!,0.0,Agradecemos sua ajuda.,5,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,807
37,4 anos atrás,Realmente é o menor preço de ITAPAJE-CE,0.0,Agradecemos sua ajuda.,4,48,4,Menor preço,"Manoel Luís da Rocha, 87",Não,107
38,2 anos atrás,Muito boa.,0.0,Agradecemos sua ajuda.,5,12,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,198
39,um ano atrás,Preços incríveis extremamente aconchegante,0.0,Agradecemos sua ajuda.,5,7,0,Menor preço,"Manoel Luís da Rocha, 87",Não,808
40,3 anos atrás,Têm de tudo,0.0,Agradecemos sua ajuda.,5,11,3,Menor preço,"Manoel Luís da Rocha, 87",Sim,347
41,5 anos atrás,Preço bom!,0.0,Agradecemos sua ajuda.,3,34,17,Menor preço,"Manoel Luís da Rocha, 87",Sim,739
42,um ano atrás,Mas ou menos,0.0,Agradecemos sua ajuda.,3,10,0,Menor preço,"Manoel Luís da Rocha, 87",Não,354
43,um ano atrás,Ótimo atendimento.,0.0,Agradecemos sua ajuda.,4,4,2,Menor preço,"Manoel Luís da Rocha, 87",Não,809
44,um ano atrás,Muito bom esse lugar,0.0,Agradecemos sua ajuda.,5,9,0,Menor preço,"Manoel Luís da Rocha, 87",Não,810
45,4 anos atrás,Show de bola,0.0,Agradecemos sua ajuda.,5,26,2,Menor preço,"Manoel Luís da Rocha, 87",Sim,811
46,um ano atrás,Preço baixo de verdade 👏👏,0.0,Agradecemos sua ajuda.,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,812
47,um ano atrás,Pouco espaço,0.0,Agradecemos sua ajuda.,3,5,0,Menor preço,"Manoel Luís da Rocha, 87",Não,139
48,4 anos atrás,Muito bom,0.0,Agradecemos sua ajuda.,5,24,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,343
49,3 anos atrás,Precisa ter mais espaço,0.0,Agradecemos sua ajuda.,2,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,813
50,11 meses atrás,Amei,0.0,Agradecemos sua ajuda.,5,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,814
51,5 anos atrás,Bom lugar,0.0,Agradecemos sua ajuda.,5,12,6,Menor preço,"Manoel Luís da Rocha, 87",Não,815
52,2 anos atrás,Ótimo atendimento.,0.0,Agradecemos sua ajuda.,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,816
53,2 anos atrás,Ótimo.,0.0,Agradecemos sua ajuda.,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,817
54,11 meses atrás,Boa,0.0,Agradecemos sua ajuda.,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,818
55,11 meses atrás,Sim,0.0,Agradecemos sua ajuda.,5,43,2,Menor preço,"Manoel Luís da Rocha, 87",Não,209
56,um ano atrás,Tudo,0.0,Agradecemos sua ajuda.,5,27,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,819
57,4 anos atrás,Muito bom,0.0,Agradecemos sua ajuda.,4,7,0,Menor preço,"Manoel Luís da Rocha, 87",Não,290
58,um ano atrás,Maravilhoso   🙌,0.0,Agradecemos sua ajuda.,5,16,5,Menor preço,"Manoel Luís da Rocha, 87",Sim,820
59,2 anos atrás,Razoável,0.0,Agradecemos sua ajuda.,4,181,46,Menor preço,"Manoel Luís da Rocha, 87",Sim,302
60,3 anos atrás,Bom,0.0,Agradecemos sua ajuda.,4,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,404
61,5 anos atrás,Otimo,0.0,Agradecemos sua ajuda.,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,821
62,2 meses atrás,ótima,0.0,Agradecemos sua ajuda.,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,394
63,5 anos atrás,Muito bom,0.0,Agradecemos sua ajuda.,5,4,0,Menor preço,"Manoel Luís da Rocha, 87",Não,822
64,um ano atrás,Variedades,0.0,Agradecemos sua ajuda.,5,102,93,Menor preço,"Manoel Luís da Rocha, 87",Sim,823
65,um ano atrás,Boa,0.0,Agradecemos sua ajuda.,1,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,824
66,4 anos atrás,Bom,0.0,Agradecemos sua ajuda.,2,40,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,350
67,2 anos atrás,Ótima,0.0,Agradecemos sua ajuda.,4,3,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,258
68,4 anos atrás,Bom,0.0,Agradecemos sua ajuda.,5,5,0,Menor preço,"Manoel Luís da Rocha, 87",Não,825
69,4 anos atrás,Boa,0.0,Agradecemos sua ajuda.,4,11,0,Menor preço,"Manoel Luís da Rocha, 87",Não,125
70,4 anos atrás,Bom,0.0,Agradecemos sua ajuda.,5,7,0,Menor preço,"Manoel Luís da Rocha, 87",Não,306
71,4 anos atrás,Ótimo,0.0,Agradecemos sua ajuda.,5,19,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,448
72,5 anos atrás,Muito bom,0.0,Agradecemos sua ajuda.,5,51,9,Menor preço,"Manoel Luís da Rocha, 87",Sim,308
73,5 anos atrás,ÓTIMO,1.0,Agradecemos sua ajuda.,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,826
74,5 anos atrás,Muito bom,0.0,Agradecemos sua ajuda.,5,118,2,Menor preço,"Manoel Luís da Rocha, 87",Sim,827
75,5 anos atrás,Ótima!,0.0,Agradecemos sua ajuda.,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,622
76,4 anos atrás,Bom,0.0,Agradecemos sua ajuda.,4,66,18,Menor preço,"Manoel Luís da Rocha, 87",Sim,248
77,4 anos atrás,Julgamento,0.0,Agradecemos sua ajuda.,3,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,828
78,um ano atrás,Sem comentário,0.0,Sem feedback,3,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,829
79,um ano atrás,Sem comentário,0.0,Sem feedback,4,8,2,Menor preço,"Manoel Luís da Rocha, 87",Não,190
80,um ano atrás,Sem comentário,0.0,Sem feedback,5,8,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,55
81,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,830
82,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,831
83,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,832
84,um ano atrás,Sem comentário,0.0,Sem feedback,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,833
85,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,419
86,2 anos atrás,Sem comentário,0.0,Sem feedback,5,26,0,Menor preço,"Manoel Luís da Rocha, 87",Não,624
87,2 anos atrás,Sem comentário,0.0,Sem feedback,5,9,0,Menor preço,"Manoel Luís da Rocha, 87",Não,297
88,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,834
89,5 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,835
90,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,19,Menor preço,"Manoel Luís da Rocha, 87",Sim,716
91,um ano atrás,Sem comentário,0.0,Sem feedback,5,8,0,Menor preço,"Manoel Luís da Rocha, 87",Não,182
92,4 anos atrás,Sem comentário,0.0,Sem feedback,5,29,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,836
93,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,837
94,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,6,Menor preço,"Manoel Luís da Rocha, 87",Sim,838
95,um mês atrás,Sem comentário,0.0,Sem feedback,5,4,0,Menor preço,"Manoel Luís da Rocha, 87",Não,839
96,um ano atrás,Sem comentário,0.0,Sem feedback,4,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,662
97,um ano atrás,Sem comentário,0.0,Sem feedback,4,9,54,Menor preço,"Manoel Luís da Rocha, 87",Sim,840
98,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,841
99,2 anos atrás,Sem comentário,0.0,Sem feedback,4,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,666
100,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,842
101,8 meses atrás,Sem comentário,0.0,Sem feedback,5,10,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,377
102,um ano atrás,Sem comentário,0.0,Sem feedback,5,13,6,Menor preço,"Manoel Luís da Rocha, 87",Não,359
103,2 anos atrás,Sem comentário,0.0,Sem feedback,3,91,182,Menor preço,"Manoel Luís da Rocha, 87",Sim,64
104,um ano atrás,Sem comentário,0.0,Sem feedback,4,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,743
105,2 anos atrás,Sem comentário,0.0,Sem feedback,5,2,2,Menor preço,"Manoel Luís da Rocha, 87",Não,843
106,10 meses atrás,Sem comentário,0.0,Sem feedback,4,21,2,Menor preço,"Manoel Luís da Rocha, 87",Não,205
107,2 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,610
108,10 meses atrás,Sem comentário,0.0,Sem feedback,5,0,2,Menor preço,"Manoel Luís da Rocha, 87",Sim,364
109,um ano atrás,Sem comentário,0.0,Sem feedback,4,12,8,Menor preço,"Manoel Luís da Rocha, 87",Sim,594
110,7 meses atrás,Sem comentário,0.0,Sem feedback,4,6,0,Menor preço,"Manoel Luís da Rocha, 87",Não,246
111,um ano atrás,Sem comentário,0.0,Sem feedback,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,844
112,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,845
113,um ano atrás,Sem comentário,0.0,Sem feedback,3,5,0,Menor preço,"Manoel Luís da Rocha, 87",Não,548
114,um ano atrás,Sem comentário,0.0,Sem feedback,5,12,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,613
115,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,846
116,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,847
117,3 meses atrás,Sem comentário,0.0,Sem feedback,5,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,848
118,2 anos atrás,Sem comentário,0.0,Sem feedback,3,3,216,Menor preço,"Manoel Luís da Rocha, 87",Sim,573
119,um ano atrás,Sem comentário,0.0,Sem feedback,3,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,849
120,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,850
121,um ano atrás,Sem comentário,0.0,Sem feedback,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,413
122,3 anos atrás,Sem comentário,0.0,Sem feedback,5,7,0,Menor preço,"Manoel Luís da Rocha, 87",Não,513
123,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,307
124,um ano atrás,Sem comentário,0.0,Sem feedback,5,21,3,Menor preço,"Manoel Luís da Rocha, 87",Sim,60
125,um ano atrás,Sem comentário,0.0,Sem feedback,4,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,851
126,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,852
127,4 anos atrás,Sem comentário,0.0,Sem feedback,4,6,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,853
128,5 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,854
129,4 anos atrás,Sem comentário,0.0,Sem feedback,4,3,3,Menor preço,"Manoel Luís da Rocha, 87",Não,855
130,4 anos atrás,Sem comentário,0.0,Sem feedback,3,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,856
131,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,857
132,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,545
133,2 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,858
134,3 anos atrás,Sem comentário,0.0,Sem feedback,3,7,18,Menor preço,"Manoel Luís da Rocha, 87",Não,636
135,4 anos atrás,Sem comentário,0.0,Sem feedback,1,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,859
136,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,860
137,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,550
138,4 anos atrás,Sem comentário,0.0,Sem feedback,4,12,10,Menor preço,"Manoel Luís da Rocha, 87",Sim,226
139,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,861
140,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,639
141,4 anos atrás,Sem comentário,0.0,Sem feedback,1,19,17,Menor preço,"Manoel Luís da Rocha, 87",Sim,862
142,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,863
143,4 anos atrás,Sem comentário,0.0,Sem feedback,3,5,8,Menor preço,"Manoel Luís da Rocha, 87",Sim,623
144,5 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,864
145,4 anos atrás,Sem comentário,0.0,Sem feedback,3,7,0,Menor preço,"Manoel Luís da Rocha, 87",Não,154
146,5 anos atrás,Sem comentário,0.0,Sem feedback,5,3,46,Menor preço,"Manoel Luís da Rocha, 87",Sim,669
147,4 anos atrás,Sem comentário,0.0,Sem feedback,5,4,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,605
148,5 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,865
149,5 anos atrás,Sem comentário,0.0,Sem feedback,1,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,866
150,4 anos atrás,Sem comentário,0.0,Sem feedback,5,6,0,Menor preço,"Manoel Luís da Rocha, 87",Não,334
151,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,867
152,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,868
153,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,869
154,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,870
155,6 anos atrás,Sem comentário,0.0,Sem feedback,4,0,8,Menor preço,"Manoel Luís da Rocha, 87",Não,871
156,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,872
157,5 anos atrás,Sem comentário,0.0,Sem feedback,4,8,0,Menor preço,"Manoel Luís da Rocha, 87",Não,103
158,4 anos atrás,Sem comentário,0.0,Sem feedback,4,3,0,Menor preço,"Manoel Luís da Rocha, 87",Não,216
159,4 anos atrás,Sem comentário,0.0,Sem feedback,2,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,873
160,4 anos atrás,Sem comentário,0.0,Sem feedback,5,4,0,Menor preço,"Manoel Luís da Rocha, 87",Não,874
161,4 anos atrás,Sem comentário,0.0,Sem feedback,5,18,0,Menor preço,"Manoel Luís da Rocha, 87",Não,12
162,3 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Menor preço,"Manoel Luís da Rocha, 87",Não,875
163,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,503
164,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,876
165,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,482
166,3 anos atrás,Sem comentário,0.0,Sem feedback,5,8,9,Menor preço,"Manoel Luís da Rocha, 87",Sim,877
167,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,878
168,6 anos atrás,Sem comentário,0.0,Sem feedback,4,2,2,Menor preço,"Manoel Luís da Rocha, 87",Não,142
169,4 anos atrás,Sem comentário,0.0,Sem feedback,4,4,0,Menor preço,"Manoel Luís da Rocha, 87",Não,879
170,5 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,880
171,8 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,881
172,5 anos atrás,Sem comentário,0.0,Sem feedback,4,4,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,681
173,5 anos atrás,Sem comentário,0.0,Sem feedback,4,12,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,882
174,5 anos atrás,Sem comentário,0.0,Sem feedback,4,9,33,Menor preço,"Manoel Luís da Rocha, 87",Sim,529
175,4 anos atrás,Sem comentário,0.0,Sem feedback,4,4,9,Menor preço,"Manoel Luís da Rocha, 87",Sim,27
176,2 anos atrás,Sem comentário,0.0,Sem feedback,3,4,2,Menor preço,"Manoel Luís da Rocha, 87",Não,883
177,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,586
178,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,3,Menor preço,"Manoel Luís da Rocha, 87",Não,884
179,4 anos atrás,Sem comentário,0.0,Sem feedback,4,23,46,Menor preço,"Manoel Luís da Rocha, 87",Não,885
180,6 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,886
181,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Menor preço,"Manoel Luís da Rocha, 87",Não,887
182,4 anos atrás,Sem comentário,0.0,Sem feedback,4,339,102,Menor preço,"Manoel Luís da Rocha, 87",Sim,42
183,3 anos atrás,Sem comentário,0.0,Sem feedback,3,16,0,Menor preço,"Manoel Luís da Rocha, 87",Sim,66
184,4 anos atrás,Sem comentário,0.0,Sem feedback,4,20,3,Menor preço,"Manoel Luís da Rocha, 87",Sim,423
0,2 semanas atrás,🤢,0.0,Agradecemos sua ajuda.,5,10,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,21
1,3 semanas atrás,Sem comentário,0.0,Sem feedback,4,3,6,Paraty,"Bacharel José Airton Rocha, 1655",Não,888
2,um mês atrás,Excelente atendimento,0.0,Agradecemos sua ajuda.,5,10,12,Paraty,"Bacharel José Airton Rocha, 1655",Sim,13
3,um mês atrás,Sem comentário,0.0,Sem feedback,5,4,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,889
4,um mês atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,434
5,2 meses atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,397
6,2 meses atrás,Boa,0.0,Agradecemos sua ajuda.,2,11,4,Paraty,"Bacharel José Airton Rocha, 1655",Sim,352
7,2 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,610
8,2 meses atrás,😃,0.0,Agradecemos sua ajuda.,4,6,10,Paraty,"Bacharel José Airton Rocha, 1655",Não,61
9,3 meses atrás,E caro mas tá bão,0.0,Agradecemos sua ajuda.,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,890
10,3 meses atrás,Sem comentário,0.0,Sem feedback,5,5,7,Paraty,"Bacharel José Airton Rocha, 1655",Não,891
11,3 meses atrás,Sem comentário,0.0,Sem feedback,2,51,9,Paraty,"Bacharel José Airton Rocha, 1655",Sim,308
12,3 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,892
13,4 meses atrás,Muito bom,0.0,Agradecemos sua ajuda.,4,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,38
14,5 meses atrás,Sem comentário,0.0,Sem feedback,3,4,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,681
15,5 meses atrás,Bom atendimento,0.0,Agradecemos sua ajuda.,3,14,5,Paraty,"Bacharel José Airton Rocha, 1655",Sim,127
16,5 meses atrás,Sem comentário,0.0,Sem feedback,1,0,2,Paraty,"Bacharel José Airton Rocha, 1655",Sim,364
17,5 meses atrás,"Ótimo supermercado, existem inúmeras variedades de produto, além do atendimento ser mais rápido que os concorrentes.",0.0,Agradecemos sua ajuda.,5,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,893
18,6 meses atrás,Sem comentário,0.0,Sem feedback,1,0,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,894
19,6 meses atrás,Sem comentário,0.0,Sem feedback,4,10,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,377
20,6 meses atrás,Deveriam dar mais oportunidades,0.0,Agradecemos sua ajuda.,3,3,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,895
21,7 meses atrás,Sem comentário,0.0,Sem feedback,4,76,735,Paraty,"Bacharel José Airton Rocha, 1655",Sim,896
22,8 meses atrás,Sem comentário,0.0,Sem feedback,3,8,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,897
23,8 meses atrás,Sem comentário,0.0,Sem feedback,3,4,9,Paraty,"Bacharel José Airton Rocha, 1655",Sim,27
24,8 meses atrás,Sem comentário,0.0,Sem feedback,1,20,3,Paraty,"Bacharel José Airton Rocha, 1655",Sim,423
25,8 meses atrás,"Variados produtos, de ótima qualidade",0.0,Agradecemos sua ajuda.,4,102,93,Paraty,"Bacharel José Airton Rocha, 1655",Sim,823
26,8 meses atrás,Sem comentário,0.0,Sem feedback,1,0,4,Paraty,"Bacharel José Airton Rocha, 1655",Sim,898
27,8 meses atrás,Sem comentário,0.0,Sem feedback,3,9,54,Paraty,"Bacharel José Airton Rocha, 1655",Sim,840
28,9 meses atrás,Preços altos em comparação aos outros supermercados da cidade e pouca variedade de produtos.,0.0,Agradecemos sua ajuda.,5,17,12,Paraty,"Bacharel José Airton Rocha, 1655",Sim,0
29,9 meses atrás,Sem comentário,0.0,Sem feedback,1,32,23,Paraty,"Bacharel José Airton Rocha, 1655",Sim,722
30,10 meses atrás,Não é tudo isso,0.0,Agradecemos sua ajuda.,5,6,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,246
31,10 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,386
32,10 meses atrás,Ótima,0.0,Agradecemos sua ajuda.,4,66,50,Paraty,"Bacharel José Airton Rocha, 1655",Sim,899
33,10 meses atrás,Sem comentário,0.0,Sem feedback,1,12,8,Paraty,"Bacharel José Airton Rocha, 1655",Sim,594
34,10 meses atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,900
35,10 meses atrás,Ótimo atendimento,0.0,Agradecemos sua ajuda.,3,37,8,Paraty,"Bacharel José Airton Rocha, 1655",Sim,628
36,11 meses atrás,Otimo,0.0,Agradecemos sua ajuda.,5,43,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,209
37,11 meses atrás,Sem comentário,0.0,Agradecemos sua ajuda.,5,46,3,Paraty,"Bacharel José Airton Rocha, 1655",Sim,8
38,11 meses atrás,Sem comentário,0.0,Sem feedback,5,49,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,440
39,11 meses atrás,Amei,0.0,Agradecemos sua ajuda.,3,87,39,Paraty,"Bacharel José Airton Rocha, 1655",Sim,901
40,11 meses atrás,Sem comentário,0.0,Sem feedback,5,4,2,Paraty,"Bacharel José Airton Rocha, 1655",Não,32
41,um ano atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,902
42,um ano atrás,bom atendimento,0.0,Agradecemos sua ajuda.,5,52,28,Paraty,"Bacharel José Airton Rocha, 1655",Sim,62
43,um ano atrás,Sem comentário,0.0,Sem feedback,3,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,758
44,um ano atrás,Bom muito bom...,0.0,Agradecemos sua ajuda.,5,10,0,Paraty,"Bacharel José Airton Rocha, 1655",Sim,903
45,um ano atrás,Bonito e organizado,0.0,Agradecemos sua ajuda.,1,2,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,904
46,um ano atrás,Sem comentário,0.0,Sem feedback,4,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,905
47,um ano atrás,Sem comentário,0.0,Sem feedback,1,8,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,906
48,um ano atrás,"Boa, bom trabalho",0.0,Agradecemos sua ajuda.,3,23,39,Paraty,"Bacharel José Airton Rocha, 1655",Sim,907
49,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Paraty,"Bacharel José Airton Rocha, 1655",Não,908
